audit_id,order_id,field_name,old_value,new_value,changed_at,changed_by
42650,49723,order_total,BQO28U,B5Z751,2025-04-06T10:28:44,support
42651,9343,current_status,KUJM20,6Y2QW3,2024-09-30T19:16:28,support
42652,106479,current_status,A8EAKB,JU0L1Y,2024-09-25T01:35:01,support
42653,35882,order_total,IDWHTA,XMLU0T,2025-10-08T06:14:39,system
42654,89106,order_total,BOLYUD,12GXS5,2025-09-07T05:32:56,system
42655,77805,customer_phone,A0RSOC,YFMOQ9,2026-01-13T22:08:58,support
42656,45800,shipping_address,M2UOCA,3DYSG7,2026-01-19T08:05:27,ops
42657,85387,order_total,E700QY,IFT6YO,2025-02-20T06:00:10,system
42658,116148,order_total,T1T4MV,U63EZ5,2025-04-04T18:56:08,ops
42659,15302,shipping_address,FFK737,D1676S,2025-08-10T00:42:15,ops
42660,65758,customer_phone,0USP8R,K2XDOG,2024-04-08T12:15:53,ops
42661,64172,current_status,GUM85T,JZHT9W,2025-02-18T07:19:05,support
42662,75232,shipping_address,GU72T9,B8TSUX,2025-07-12T18:39:07,support
42663,51861,notes,2A7VSG,CV2DXD,2025-07-20T02:14:48,support
42664,113625,current_status,ULVQLV,LKTP1C,2025-03-08T11:28:26,ops
42665,91586,shipping_address,HI40SA,ETJJAM,2025-10-20T19:23:47,system
42666,26940,current_status,77W44I,WRH8WR,2025-04-06T23:12:29,ops
42667,94685,order_total,F3AM5P,KY0ZSB,2025-02-09T06:32:02,ops
42668,107573,order_total,DQ2GQM,SX8B70,2025-11-10T20:43:22,support
42669,84567,shipping_address,MXVG3N,RBUIDL,2024-10-06T01:53:19,support
42670,7915,current_status,CIGXFG,BHRFZY,2024-10-22T15:27:58,ops
42671,44716,customer_phone,6W5OCM,T3B85Y,2024-12-24T20:44:24,ops
42672,84980,customer_phone,HYGPY2,3EU15T,2026-01-12T17:11:25,support
42673,2626,notes,6R6K6I,5PP5TZ,2024-05-22T20:22:03,system
42674,21520,order_total,16BX0I,HJXIXV,2026-02-09T01:42:31,ops
42675,2992,shipping_address,4IDA7G,VEAOGY,2024-10-09T20:26:37,ops
42676,631,notes,NZGCC6,C6ICZC,2025-11-06T20:48:20,system
42677,90439,order_total,N1TGLG,11T53X,2024-06-01T04:48:16,system
42678,75850,order_total,09XMEC,RG9GPY,2024-08-24T06:00:52,ops
42679,27149,current_status,BI92YD,0DEYT1,2025-07-03T07:51:44,support
42680,113252,customer_phone,D2A7IS,V8FA5U,2025-08-28T02:45:59,system
42681,24020,current_status,DNWESO,2H3HZK,2025-09-19T05:58:28,system
42682,73880,notes,QWQ1MI,A7FAV8,2025-07-05T05:22:37,support
42683,40500,order_total,3ELGZK,M4SH9X,2025-08-03T19:14:20,system
42684,58240,shipping_address,7KAT0B,OEMG91,2024-02-28T20:30:06,ops
42685,4256,current_status,R14621,5AW8VO,2025-08-31T05:37:03,system
42686,73884,notes,R57L7C,FXK33M,2025-05-04T03:17:39,system
42687,98311,notes,MRD05N,EOE4D5,2024-06-23T12:19:21,ops
42688,57683,current_status,OKQEQG,BM3DQB,2024-09-23T04:06:32,ops
42689,90506,customer_phone,5OAKVL,LR3ZM7,2024-08-12T14:37:02,support
42690,50712,order_total,IOB8TP,4BHTSF,2025-08-20T16:14:16,support
42691,50162,current_status,O5O6RR,QT1DIQ,2025-11-24T05:32:06,ops
42692,23080,notes,KG1IGC,RIKW36,2024-08-30T23:41:04,system
42693,7616,shipping_address,MJ5FI5,OU3Z1A,2026-02-14T14:11:01,system
42694,34681,notes,YTL87M,K67M5H,2025-08-07T07:51:33,ops
42695,67800,order_total,OW9YUE,FIJ9HV,2025-03-19T07:27:09,system
42696,43515,shipping_address,XG9ZVZ,0MP9PP,2025-05-25T21:30:57,support
42697,67147,order_total,UNHQ90,9S3Q0F,2025-05-02T20:00:11,ops
42698,6701,current_status,QAL5TK,YRTTO9,2025-07-15T21:21:35,ops
42699,56935,current_status,C0AW7S,0IJCL5,2024-06-07T16:25:59,ops
42700,42252,notes,ILACS8,PUMK3S,2025-12-09T01:37:00,system
42701,44285,customer_phone,U0YHP5,E68QPN,2024-07-25T21:35:05,ops
42702,33929,current_status,N11VT5,11XHHQ,2024-06-18T11:52:05,ops
42703,40939,shipping_address,FDIC2R,BMC188,2024-05-04T05:05:59,system
42704,24256,shipping_address,ADIFFA,6FFGHH,2025-06-10T08:08:28,ops
42705,88462,current_status,2ZM5WY,O24L19,2024-11-21T01:21:51,support
42706,55003,notes,3M821S,A3I4VG,2025-09-12T05:43:03,ops
42707,45705,order_total,G2860C,HQO2IF,2024-12-13T10:58:11,support
42708,16642,notes,PZJ3J6,QFMREV,2024-10-11T11:03:15,ops
42709,2865,current_status,L77ZLC,OSDU4V,2024-01-16T05:02:40,support
42710,104099,notes,D8ND87,LYLWVA,2025-03-20T17:48:53,system
42711,26844,notes,CX5UCE,I9NNJG,2025-08-01T02:50:21,system
42712,5059,notes,4WV4RU,VFBLTL,2024-07-10T03:24:55,support
42713,93384,shipping_address,AMRW9B,15XHX3,2024-09-17T10:27:11,ops
42714,78876,customer_phone,P03POI,7KKERC,2025-12-23T12:35:05,system
42715,26817,notes,94HNGE,HMS4PM,2025-09-19T18:29:29,ops
42716,49091,order_total,VW9W6T,3FXKVB,2025-01-16T17:08:24,support
42717,35872,shipping_address,GY7CRT,RCBUQK,2024-08-08T17:39:22,support
42718,103145,customer_phone,7XPLL9,9ENTCT,2024-07-27T20:05:58,ops
42719,107738,customer_phone,9XGW7J,V1QARE,2025-12-25T05:36:19,ops
42720,84083,notes,W2RG96,4EIWJQ,2024-10-25T22:35:51,support
42721,46990,order_total,8JCCT1,DR2HSN,2025-04-15T20:26:36,ops
42722,84685,notes,THUXUO,WWFV98,2025-08-19T17:54:41,system
42723,55546,customer_phone,V6G7V0,S5IPWI,2025-08-01T21:06:12,ops
42724,56269,current_status,Z1YQ8O,2U8KXW,2024-12-13T07:56:36,support
42725,20088,notes,4G4TQQ,K8P8QJ,2025-04-24T00:54:42,ops
42726,11007,shipping_address,DTEY1J,DSJU38,2026-02-02T04:16:11,support
42727,111220,shipping_address,RUUAUB,JGFEX9,2026-01-14T04:33:21,ops
42728,63694,order_total,EVCVNM,YW9IGA,2024-01-31T23:59:03,system
42729,17244,customer_phone,7GMU8N,EQPCYE,2024-12-07T21:30:21,ops
42730,45757,customer_phone,2UES9I,TNYTD0,2024-09-25T09:54:56,system
42731,85879,order_total,PKYB6P,RS24SA,2024-06-02T04:34:03,system
42732,15609,shipping_address,HXG1LH,W15WWK,2024-11-26T17:17:29,ops
42733,21872,notes,VM7CVH,KYMC5L,2025-06-07T23:10:06,support
42734,75307,current_status,M3IF7Y,MF8DBT,2025-09-16T17:33:47,system
42735,2353,order_total,BXXJWY,R26Y19,2025-04-21T22:45:48,ops
42736,15595,order_total,9H0UUL,31W23W,2025-06-26T03:23:34,ops
42737,64002,current_status,XJCKFO,SQ9SC7,2026-01-30T07:45:53,system
42738,9824,shipping_address,VPOQQN,EOTIKQ,2025-07-18T01:13:52,support
42739,57157,notes,PB662H,XNQE32,2024-04-08T14:05:16,ops
42740,64467,shipping_address,56MLMM,816K2A,2025-07-14T15:19:49,support
42741,93234,shipping_address,N7GPHO,Z7M24H,2024-05-08T09:34:03,ops
42742,89915,notes,3SBUCP,330MA8,2025-03-26T08:21:52,ops
42743,75535,shipping_address,MST41K,BOWRC7,2025-06-30T00:09:19,system
42744,49495,order_total,F9VRVR,VDCK0Z,2025-07-21T14:08:55,support
42745,66143,customer_phone,L347KG,7VY58G,2025-05-23T16:24:53,system
42746,114603,order_total,7F5GI1,PG79PV,2024-03-15T13:31:42,system
42747,40365,shipping_address,54GCCK,EY1720,2024-01-06T12:33:05,system
42748,119200,current_status,2SU9Z3,XMETR5,2025-10-15T22:09:37,support
42749,83259,current_status,ZTQRJI,2W67GG,2025-02-14T02:57:42,support
42750,28246,current_status,5IUU9A,GBT8F1,2025-03-31T20:11:38,ops
42751,34629,notes,Y4SXI4,0KG20F,2025-03-11T09:44:51,system
42752,107762,order_total,30SU20,01MY5Y,2024-07-29T05:27:56,system
42753,62543,notes,TZCJ0L,XTFB23,2025-01-11T09:38:40,support
42754,99117,current_status,RPK3UP,EL2TZX,2024-11-29T03:08:31,system
42755,69132,customer_phone,BLT5VR,G0V1OD,2025-04-26T00:50:00,ops
42756,57390,shipping_address,C68I22,EW5PPZ,2024-12-29T14:44:59,system
42757,83346,shipping_address,IJTIX3,E9BRY0,2024-10-30T21:37:44,support
42758,43599,customer_phone,MQ1HP4,WRZFED,2025-07-19T05:22:24,system
42759,10483,order_total,82RPDC,NBNV2W,2024-09-08T23:08:44,system
42760,66700,notes,IT1XRU,ZBUSHF,2025-07-15T02:36:36,ops
42761,91893,current_status,D5KQWQ,LVQWXZ,2024-04-23T19:46:28,ops
42762,33987,shipping_address,5XAF4K,ZM3706,2025-09-03T08:09:47,system
42763,72360,shipping_address,O2LC60,HUB7BW,2024-05-01T16:26:01,ops
42764,28871,order_total,WRWXKQ,TW2M88,2024-01-09T11:15:53,system
42765,103315,current_status,KLOFG8,1TDKNZ,2024-12-12T02:35:09,system
42766,111671,customer_phone,CI92GD,OM0T80,2025-10-25T09:29:50,ops
42767,6531,order_total,OU4XPW,1CQI7G,2025-06-28T02:54:17,support
42768,24697,notes,MBU4VH,EIJW8S,2024-09-16T18:27:28,support
42769,10331,notes,K9JS9W,Q7YSSJ,2024-03-22T01:41:51,support
42770,34047,customer_phone,FSGDLY,XH3JPL,2024-09-08T07:00:46,system
42771,1691,notes,JK6CC6,3V300F,2025-06-18T07:41:50,support
42772,29645,shipping_address,60NWA7,79L4PG,2025-08-15T11:39:34,ops
42773,27856,shipping_address,2QA4XM,1UYSO5,2025-10-09T02:54:56,ops
42774,25284,shipping_address,04UACM,EFS5W0,2025-10-10T03:57:56,ops
42775,13625,customer_phone,LOOBEZ,577W4V,2026-02-18T16:47:44,ops
42776,69429,customer_phone,OR2R5M,3QSNEH,2025-08-19T00:20:22,system
42777,32955,notes,RE745B,VP2WAH,2025-10-20T02:23:25,system
42778,8634,shipping_address,NKQW76,4JWVWP,2024-07-25T21:58:31,support
42779,37355,order_total,UXPHL0,DZ3SQH,2026-01-17T06:33:37,ops
42780,109517,shipping_address,F590Q9,J5GZVP,2025-04-22T02:16:48,support
42781,22907,shipping_address,94YS2X,OILKID,2024-07-20T13:09:09,system
42782,46960,customer_phone,ZQEDBP,ZX61EQ,2024-10-28T17:20:43,support
42783,82464,current_status,REMZ6F,P37RN1,2024-04-18T01:04:10,ops
42784,13109,notes,DQCXMB,RKCO7L,2025-08-30T23:14:57,system
42785,106504,order_total,MJFYYB,31HT4F,2025-07-07T01:21:31,system
42786,118725,current_status,779RCN,W4QIMU,2026-01-12T11:27:36,system
42787,115237,order_total,JBY173,ML46AZ,2024-08-18T06:55:03,ops
42788,178,shipping_address,FWZ733,FA5ZC8,2025-08-24T07:35:03,ops
42789,119171,current_status,GZQ1P0,DDDD4Z,2025-07-06T22:29:06,system
42790,84736,order_total,4KHPGO,CXRV56,2025-11-29T11:30:55,ops
42791,45228,notes,X887SX,KBG99H,2024-08-16T00:10:28,ops
42792,14683,order_total,IC225W,AV386L,2025-08-03T13:06:28,system
42793,24397,customer_phone,FK67F5,TRYHNR,2025-08-10T02:03:13,ops
42794,64395,notes,5FG1OS,F6A96E,2025-06-14T02:47:16,ops
42795,76900,shipping_address,X6H187,DCZUW7,2025-01-06T00:48:09,ops
42796,57739,customer_phone,DMPGHG,78YV7T,2024-05-14T14:46:41,support
42797,13618,order_total,6OHZ9G,X5I6CU,2025-05-29T18:54:47,ops
42798,104482,customer_phone,9ORG38,O1QOU4,2024-11-11T11:44:32,ops
42799,64180,current_status,9S81L5,JCGOM2,2024-04-06T16:46:44,system
42800,62084,notes,AL2JO1,AWWAL5,2025-10-08T22:15:30,ops
42801,41477,customer_phone,FIZ63D,OHIS9I,2025-05-30T21:58:30,support
42802,35235,current_status,5H8H9D,CU3NDA,2025-09-07T07:26:50,ops
42803,80611,customer_phone,8PITAJ,T94EAA,2025-10-01T08:45:13,system
42804,45749,order_total,ZVSAQE,J1ZGIV,2024-12-13T15:34:04,ops
42805,103287,order_total,U10GBT,63BQGB,2025-04-24T02:22:14,ops
42806,94523,current_status,F5G24X,FD39Q5,2024-01-13T02:56:34,system
42807,66420,notes,PGXREZ,7UBWAP,2026-02-18T22:04:55,support
42808,88149,shipping_address,PTS69F,8DO8VW,2024-11-07T05:04:03,system
42809,84928,current_status,2X88TU,7PY6RD,2025-01-05T09:50:53,system
42810,40731,shipping_address,2J5H3Q,CQT0PJ,2025-07-13T08:37:37,system
42811,102527,notes,P146H5,ZNHNU2,2025-11-30T06:18:54,support
42812,47972,notes,PPACUE,4193OY,2025-02-14T15:39:00,support
42813,108174,current_status,H1R68M,AF7VE0,2025-11-27T14:12:03,support
42814,6754,shipping_address,5J5CBH,8POWYC,2025-05-22T21:55:37,support
42815,93044,notes,JTPN04,S5AN0Q,2024-05-26T11:35:07,ops
42816,27464,customer_phone,H9LJX1,IHPFZ7,2025-12-19T03:26:54,ops
42817,72865,notes,OSY5IN,TW2LY6,2024-04-02T21:48:14,ops
42818,89028,current_status,IP527J,U5766L,2026-01-11T04:29:37,ops
42819,61612,order_total,NKJ1XO,V4T328,2024-04-09T00:52:30,support
42820,82671,notes,1TPHNX,COTPSV,2024-10-13T00:52:01,support
42821,82867,current_status,NPWZE5,P2PEHS,2025-02-24T18:03:26,support
42822,84729,shipping_address,SIOYZX,X4X9JK,2025-12-24T12:21:18,support
42823,79175,current_status,ADUSHK,5CTSAZ,2024-02-13T01:11:19,ops
42824,86171,order_total,6KV5F8,6VPCUX,2024-02-25T08:24:55,system
42825,28372,notes,3A4PW3,29J821,2025-12-05T14:15:05,support
42826,75569,order_total,N4FS2U,B31Z9L,2025-01-04T14:03:52,ops
42827,119959,notes,BMLRMQ,NROCMT,2025-12-24T04:29:15,system
42828,100950,order_total,GWWLQR,8XGCK5,2026-01-31T04:11:10,system
42829,55189,shipping_address,YZ78R3,O6V71V,2024-09-28T15:52:13,support
42830,17351,current_status,Y7XMM4,0MY2QO,2025-07-04T04:03:46,ops
42831,48561,current_status,I2LMGI,QDODPU,2024-02-01T00:40:14,ops
42832,71786,notes,3UV8WR,Z2WDKM,2024-06-20T11:20:50,support
42833,99929,current_status,QG1JFB,1IZJPE,2024-02-17T22:40:47,system
42834,44742,current_status,QWZQO7,TYWXOV,2025-02-23T00:58:02,system
42835,79321,order_total,EKI7SP,FQE288,2026-01-09T04:45:17,support
42836,118132,order_total,TZ5AOD,WEV7HH,2025-03-12T10:13:48,system
42837,103829,notes,R6D2VM,WXK08P,2025-02-26T14:14:23,support
42838,83727,shipping_address,EVUV4C,POPIDB,2025-08-11T09:32:10,system
42839,82660,order_total,BNHQ1G,SGQM8X,2025-02-06T09:17:55,ops
42840,81526,order_total,TF1D8Q,G8IS1C,2025-12-04T17:08:06,ops
42841,46804,current_status,TSJSD1,1XZSGG,2025-08-03T13:45:03,system
42842,11655,current_status,B3C4CM,9MW3M0,2024-04-20T14:46:53,system
42843,5396,current_status,OD8FS1,HX13ZW,2024-12-25T15:53:27,support
42844,6288,customer_phone,MN0UL2,VD1IRC,2024-10-09T21:14:44,system
42845,43674,customer_phone,NPN2XT,N72BR8,2024-09-08T21:04:25,ops
42846,104756,current_status,PJVJIZ,585W02,2024-09-27T04:30:27,support
42847,30853,notes,DON00M,XZZR6Q,2025-12-21T08:57:18,support
42848,7285,customer_phone,3K97HX,BYM9IQ,2024-04-07T13:03:34,support
42849,45936,notes,L6ZEDG,XVKBM2,2025-03-19T00:09:25,system
42850,60854,notes,XA3UNS,IQEO6V,2024-07-17T17:59:55,ops
42851,70261,current_status,HMD6PR,3K8KL4,2025-04-24T10:49:07,ops
42852,50122,current_status,UYUE50,9MKMVY,2025-06-10T02:35:21,system
42853,49091,current_status,YWU37B,MQ9SZH,2025-01-21T03:08:24,system
42854,13232,notes,7NKTQT,0133GZ,2025-09-08T21:16:49,system
42855,62960,order_total,63Q86J,N2HQJP,2024-03-21T16:17:29,ops
42856,74161,order_total,CX5CD2,YU4L8V,2024-07-08T12:53:36,support
42857,104470,notes,VI5DMY,6IF4X2,2024-09-02T02:03:23,ops
42858,16616,order_total,IKXTKS,QZJO31,2024-04-11T03:56:25,ops
42859,19250,shipping_address,EJFG2O,FYLO2D,2024-02-18T15:10:30,support
42860,55516,order_total,WRDYDN,T10HAT,2025-07-04T02:54:14,ops
42861,20203,current_status,6K31Y0,7FGM29,2024-10-28T14:46:38,system
42862,109255,notes,2L00IC,K0K4FW,2025-08-09T23:44:02,ops
42863,53553,order_total,D1T865,EQF4CG,2024-09-13T06:38:04,ops
42864,36075,current_status,791TYZ,Q8Z3M5,2025-01-11T21:59:16,ops
42865,110440,notes,TNU7JO,X2MXDJ,2025-08-29T18:38:21,ops
42866,111836,shipping_address,8V4TKP,7ZVEUQ,2025-12-23T19:08:54,system
42867,87510,shipping_address,EGQAR4,3TCEL2,2025-07-15T17:08:05,system
42868,88911,order_total,ONUM3Y,46O3TL,2025-02-02T17:34:06,system
42869,78011,order_total,7391O9,L6X08W,2024-10-10T04:23:04,support
42870,72756,order_total,SZGXEU,HT9RAR,2024-05-05T23:35:59,system
42871,57221,shipping_address,HPOM2T,SQ2XXW,2024-03-02T14:22:46,support
42872,119148,customer_phone,8P3L28,28K88A,2024-11-02T15:50:19,system
42873,108943,shipping_address,LZ2UEB,6ZL84B,2025-07-04T07:25:29,support
42874,49586,shipping_address,99H2TP,32D7R0,2024-02-26T22:35:10,support
42875,117910,customer_phone,1RJLEU,58QHJH,2025-09-19T22:52:16,system
42876,81547,current_status,VX3Z22,FZTILF,2025-10-21T17:56:12,system
42877,100005,shipping_address,EQTTJS,RT7HPM,2026-01-13T17:42:39,system
42878,79521,customer_phone,XT2G0T,JQM4NB,2025-06-11T04:59:52,ops
42879,51263,shipping_address,HV5YVJ,3AO0OE,2024-04-25T04:39:41,system
42880,6712,customer_phone,5YH6FO,ZWQ8XI,2025-01-05T16:55:00,ops
42881,55148,shipping_address,ALH1IT,ZS84BQ,2025-12-16T16:52:41,ops
42882,43575,notes,31JW15,4YE4K9,2024-06-08T19:50:45,support
42883,10879,order_total,J50V3B,H2XHBK,2024-07-02T12:32:28,system
42884,86449,notes,B9M9E7,RNRXBI,2025-03-18T04:44:57,support
42885,12258,customer_phone,2MBPMG,Z7VAGP,2025-10-24T10:45:36,support
42886,103046,notes,J4FT3P,9J1135,2024-03-02T04:04:55,system
42887,58432,current_status,KZPQYN,W69QSL,2025-07-02T12:13:22,system
42888,71224,shipping_address,DXW04D,FWS2E1,2024-10-25T00:06:14,system
42889,118923,order_total,REAY8M,7HOZVS,2025-02-20T21:34:19,system
42890,44630,customer_phone,PT6KJX,YOC42R,2024-01-19T11:14:20,system
42891,13031,shipping_address,FSM301,IYVW6W,2025-11-23T09:06:31,support
42892,44832,current_status,KZCFIN,CCU5UX,2025-03-20T21:20:51,support
42893,22779,order_total,7G0XFV,WWJKIZ,2025-05-27T00:05:38,ops
42894,103820,order_total,XHC5Z2,HI4QQ5,2025-10-22T02:24:06,ops
42895,10420,shipping_address,NKS6S3,DSCHAR,2024-07-06T14:06:55,support
42896,41441,order_total,YD2TWB,K1QIV0,2024-11-11T23:55:49,ops
42897,75354,notes,OPJK9Q,4Y9V8Z,2025-06-08T10:02:20,ops
42898,930,current_status,2S6UX3,WXA4BU,2024-06-30T10:10:00,ops
42899,59267,notes,EVWZT8,1ES4KR,2024-10-30T05:59:05,ops
42900,36632,order_total,G27JUF,N3ZFAI,2025-08-10T20:48:54,system
42901,105246,shipping_address,B9PRI5,IZUEMO,2024-05-13T10:04:10,ops
42902,61359,current_status,692HJQ,DSJP0Z,2024-04-13T12:59:22,ops
42903,51471,notes,GVMEJI,QHDEND,2025-05-16T05:44:28,support
42904,46894,current_status,A8AKQP,36JZDP,2025-10-05T13:17:48,ops
42905,29737,notes,AVOHAY,0O0PO1,2026-01-07T10:15:47,ops
42906,12135,notes,KA0XBZ,0XPEP2,2024-07-15T07:12:56,support
42907,1951,current_status,1SOA9I,HG5M7K,2025-11-09T17:38:35,support
42908,101968,customer_phone,2JFZ6L,9F7WR0,2024-03-14T10:16:27,system
42909,65958,current_status,P56RLJ,EXTFF9,2026-01-21T17:12:34,support
42910,46214,shipping_address,KESPLI,33PDOZ,2024-03-20T15:27:59,support
42911,37130,notes,MT64YJ,B2ARPR,2024-02-01T07:32:00,system
42912,100406,notes,VQMDMB,B48U8V,2025-03-29T04:38:28,support
42913,72601,shipping_address,MARHNI,0Y3ZV1,2025-08-27T20:40:21,support
42914,112817,current_status,UWZHZD,590RUG,2024-02-01T18:03:18,ops
42915,83594,notes,N7QVBK,GY2T7M,2024-03-21T03:31:46,system
42916,78980,order_total,O610TT,UQ5Q8O,2025-09-16T19:59:29,ops
42917,84909,current_status,SJ4THK,SYPE8P,2026-01-07T15:34:10,system
42918,4675,current_status,H51FB7,89XHOF,2025-06-20T17:15:09,system
42919,117721,customer_phone,EVWL8C,PFW3Y8,2025-01-19T15:52:20,system
42920,31554,order_total,R38JZ0,VZAJVC,2025-04-13T05:20:59,ops
42921,4909,notes,7128ZL,7FXWDV,2024-01-25T20:04:15,system
42922,62224,customer_phone,9JMN6D,SZF7XC,2024-08-28T05:15:27,ops
42923,27568,shipping_address,GWS5MF,1QN7OH,2024-08-25T09:11:38,ops
42924,30814,notes,2RHXYR,LB6EUL,2025-03-23T08:30:38,ops
42925,23112,customer_phone,CVDWMB,PF7YZ7,2024-04-05T17:36:05,support
42926,94935,shipping_address,8GZGLB,ZR3K6D,2025-04-15T07:05:59,support
42927,45501,customer_phone,EA32NW,8P9E82,2026-02-15T12:53:49,system
42928,45906,notes,8A06GN,9XOH2Y,2026-02-09T17:57:12,ops
42929,112366,order_total,23ZM8P,4EHF2D,2026-01-29T12:49:36,ops
42930,59804,notes,N3VJHQ,NKVPOE,2024-09-02T13:12:36,support
42931,28263,current_status,J25NYY,ZON34B,2024-09-10T02:22:24,system
42932,25911,customer_phone,CVSSY2,ON9E6Z,2025-04-25T21:34:53,system
42933,82093,order_total,GDF0YN,T78EDK,2025-10-24T06:30:06,ops
42934,113674,shipping_address,0J7ZNH,V68NWZ,2024-11-24T09:05:47,support
42935,119235,customer_phone,6XJEKP,WXISJ3,2026-01-15T15:22:32,ops
42936,21903,current_status,LGCHT1,K6G8HQ,2025-11-05T23:12:13,system
42937,62743,notes,5GR2QM,JT612X,2024-07-31T04:02:46,ops
42938,4680,shipping_address,1LNA93,WIGWUP,2024-04-14T23:30:08,support
42939,45492,customer_phone,JUK9EJ,HLJ7Z3,2025-01-26T09:41:01,system
42940,21409,order_total,3JS9DC,LQE7JA,2025-12-10T11:45:25,system
42941,108036,shipping_address,S4YHX8,X90O4J,2024-10-31T01:49:36,ops
42942,112067,order_total,EC2JDA,8ANCGU,2026-01-09T20:12:04,support
42943,90302,current_status,PHD65L,NKTU1P,2025-03-31T06:17:38,support
42944,94235,customer_phone,3T9XZQ,6ST17I,2025-05-05T16:05:21,support
42945,112220,current_status,EGRK7X,NIPADE,2024-03-01T09:10:06,system
42946,62798,customer_phone,4SOSJ9,VHQZH4,2025-04-05T21:23:51,ops
42947,25611,customer_phone,C5YT12,30GCP6,2025-01-12T03:25:59,support
42948,51256,notes,USL3YD,LMCKKI,2025-12-05T12:29:12,system
42949,95093,notes,XJJYMF,IY5SMC,2024-12-17T04:16:59,system
42950,40820,customer_phone,GVOSVB,OJK4WQ,2025-08-28T22:23:04,ops
42951,8765,notes,TWZR6Y,DY55ZZ,2024-02-08T08:48:23,support
42952,8657,current_status,4QN8NO,NDAMQY,2024-03-03T05:23:16,support
42953,56002,customer_phone,KW3Y32,JQQG46,2024-05-04T10:00:59,support
42954,75651,current_status,GO85QO,XZRDJW,2024-07-10T16:43:11,system
42955,55663,customer_phone,48A8G0,JJWX7C,2024-08-08T15:54:27,system
42956,68097,current_status,U7XDGM,41H2TF,2025-01-31T12:59:51,system
42957,52888,customer_phone,O328I2,AKJM9X,2025-02-14T17:47:48,system
42958,95743,order_total,JJBHPO,7AIQCU,2025-09-25T12:44:29,system
42959,22158,notes,8DX2TF,MNPUGU,2024-07-17T15:21:33,system
42960,105547,notes,PSSJDL,L1FWU3,2024-09-16T01:36:39,system
42961,63256,order_total,PUQ5XF,WR31IQ,2024-06-08T07:53:09,support
42962,14304,customer_phone,8ABQBU,ODZV9Z,2024-07-28T20:43:08,support
42963,118031,current_status,J111W7,ULVUP6,2024-12-19T06:09:13,ops
42964,25268,notes,U909P7,77582Y,2025-01-27T01:10:19,support
42965,114678,current_status,JG4RYQ,YXOBG3,2025-12-25T13:37:08,ops
42966,58176,customer_phone,SH9ZNK,3HTJSW,2024-04-03T09:07:18,ops
42967,97108,shipping_address,17J1FV,1CUY93,2024-04-14T15:54:48,ops
42968,77563,customer_phone,3IITQX,Y1JV4P,2025-06-17T02:52:45,ops
42969,88786,order_total,9UIRE0,H695MN,2024-09-28T23:49:50,support
42970,117022,notes,QW18P6,Y5ATU7,2024-03-30T13:14:28,system
42971,107579,current_status,4M64HV,XIJYHI,2025-02-08T19:16:56,ops
42972,56477,notes,7E9A5H,4ATXBN,2025-04-10T00:18:25,ops
42973,27620,current_status,R5ZI0Y,QGOMP3,2026-01-12T12:05:06,support
42974,47367,shipping_address,FG1M6C,F4NVHQ,2024-01-20T12:04:10,support
42975,44834,shipping_address,XFDV79,LQRF4J,2025-02-22T21:40:39,ops
42976,114279,customer_phone,BJ6G6P,MZP1ZK,2024-11-21T15:53:22,support
42977,38307,customer_phone,JVBM5Q,B7PYH9,2025-01-21T14:13:41,support
42978,30322,notes,UU534E,WBUM3L,2024-04-13T14:58:43,ops
42979,19472,shipping_address,865P85,L2OBEX,2025-06-27T16:24:42,support
42980,25065,customer_phone,NXGRZE,XEH4E0,2024-11-13T08:19:54,system
42981,38893,shipping_address,XH43C2,QZ87I0,2024-09-22T14:21:39,ops
42982,80967,notes,90OF9J,OQUDEA,2025-11-23T02:41:35,system
42983,44200,notes,VP5RKN,ZKLV5W,2024-05-23T23:47:17,ops
42984,25881,order_total,PGCN3E,ENMHOA,2024-02-11T01:28:48,support
42985,98308,order_total,O6VVZL,6YZGFD,2025-04-16T15:49:25,system
42986,35571,customer_phone,7DEDMZ,N8XVQE,2024-05-08T21:19:44,system
42987,40386,order_total,Z38F3K,ZJVNVH,2024-07-29T23:14:41,support
42988,41435,notes,3E36EK,2UKJV5,2024-10-10T22:04:27,ops
42989,41921,order_total,VNHT0R,M3B7B3,2024-09-11T12:33:06,support
42990,43912,current_status,T924UJ,SAL4OF,2024-04-09T19:29:31,system
42991,72828,shipping_address,KX6BCF,KC3BO4,2025-05-07T03:47:42,ops
42992,51618,order_total,GDET5C,INHBLF,2024-05-31T01:54:00,ops
42993,69252,customer_phone,HXZHE8,0YPHED,2024-07-09T13:55:49,support
42994,34041,order_total,YW9Z7X,5W6SMG,2025-05-02T15:19:15,system
42995,72131,order_total,3WK1WT,O77ZP9,2024-05-27T01:20:39,system
42996,117757,order_total,OJZJQ0,U1YZD6,2024-09-20T08:27:50,support
42997,20921,notes,TRH3BP,867X52,2025-04-05T06:46:51,system
42998,118864,shipping_address,2HB4ID,GROFRI,2025-09-11T13:37:27,system
42999,49959,customer_phone,RYEKZ2,DZ43UM,2026-01-18T08:37:47,ops
43000,48482,current_status,BAZO6X,NRJSPV,2024-09-18T02:22:35,support
43001,32838,shipping_address,CSFZ0X,DAV1O6,2024-01-31T14:46:01,support
43002,99911,notes,VE7Q0N,J543E8,2024-03-20T12:31:07,system
43003,103823,current_status,OGNHA6,2Y7PIV,2025-05-27T03:11:51,ops
