order_item_id,order_id,product_id,quantity,unit_price,discount_rate,line_total
196350,50905,5492,5,66.84,0.172,334.2
196351,100180,5836,4,118.66,0.188,474.64
196352,21242,580,3,64.48,0.137,193.44
196353,73311,6818,5,449.75,0.096,2248.75
196354,64161,4137,5,127.13,0.221,635.65
196355,85806,3811,4,120.73,0.154,482.92
196356,62757,3354,1,166.23,0.047,166.23
196357,19426,4250,4,158.72,0.243,634.88
196358,64915,3305,5,22.79,0.112,113.95
196359,64435,4753,4,234.61,0.09,938.44
196360,100636,5904,1,115.82,0.225,115.82
196361,73145,1043,5,239.73,0.068,1198.65
196362,51563,4652,1,313.2,0.013,313.2
196363,92378,6929,2,344.95,0.042,689.9
196364,75560,631,4,48.54,0.172,194.16
196365,6823,4902,5,419.5,0.024,2097.5
196366,24384,6038,5,234.16,0.189,1170.8
196367,78832,5781,2,341.81,0.031,683.62
196368,104701,6600,5,330.11,0.231,1650.55
196369,41599,5954,5,280.9,0.145,1404.5
196370,97629,6880,5,23.48,0.124,117.4
196371,39296,6718,3,361.78,0.208,1085.34
196372,101765,1083,4,60.88,0.209,243.52
196373,99256,6601,3,330.03,0.054,990.09
196374,28525,7831,3,275.13,0.02,825.39
196375,71163,4525,1,386.21,0.088,386.21
196376,13495,6362,1,334.98,0.041,334.98
196377,40202,7047,2,217.6,0.119,435.2
196378,22428,7917,4,26.38,0.1,105.52
196379,58216,187,1,99.72,0.009,99.72
196380,38477,7687,4,301.91,0.037,1207.64
196381,96814,6453,1,108.18,0.06,108.18
196382,1311,2745,3,57.22,0.159,171.66
196383,42904,5338,5,46.35,0.046,231.75
196384,106409,5115,3,369.62,0.015,1108.86
196385,46356,5060,4,374.43,0.152,1497.72
196386,100500,558,3,238.1,0.175,714.3
196387,82050,848,3,66.77,0.174,200.31
196388,52544,6018,4,432.01,0.124,1728.04
196389,51222,2032,5,197.81,0.04,989.05
196390,37036,2756,2,246.18,0.215,492.36
196391,73557,7305,4,168.29,0.111,673.16
196392,35216,984,1,105.72,0.214,105.72
196393,66638,6017,5,211.71,0.094,1058.55
196394,92023,5744,1,21.39,0.162,21.39
196395,40277,7836,1,33.37,0.076,33.37
196396,13072,3905,2,335.28,0.191,670.56
196397,36603,3220,1,437.53,0.032,437.53
196398,3850,6037,1,184.72,0.032,184.72
196399,110950,4143,1,253.95,0.071,253.95
196400,78029,5320,5,162.97,0.174,814.85
196401,99347,2350,2,179.56,0.151,359.12
196402,12069,4801,4,305.04,0.067,1220.16
196403,10179,4767,3,285.44,0.086,856.32
196404,3783,2221,2,132.47,0.176,264.94
196405,75648,570,5,285.78,0.039,1428.9
196406,64329,3956,1,178.77,0.209,178.77
196407,114059,2126,5,152.43,0.168,762.15
196408,114681,3066,5,263.76,0.062,1318.8
196409,43070,895,2,32.46,0.196,64.92
196410,60041,4618,3,224.99,0.234,674.97
196411,63335,3031,2,421.21,0.129,842.42
196412,47,2704,5,310.75,0.226,1553.75
196413,31634,3789,3,93.0,0.176,279.0
196414,86813,1720,2,345.27,0.075,690.54
196415,74570,514,5,226.4,0.247,1132.0
196416,66540,3117,2,432.98,0.096,865.96
196417,40702,5299,2,409.8,0.046,819.6
196418,69205,3302,5,377.86,0.059,1889.3
196419,76947,1907,4,328.49,0.031,1313.96
196420,47208,208,3,265.68,0.23,797.04
196421,26728,232,5,336.92,0.115,1684.6
196422,35181,7578,2,407.12,0.134,814.24
196423,73975,5857,1,89.6,0.166,89.6
196424,57892,590,2,250.33,0.087,500.66
196425,48538,4845,4,360.22,0.003,1440.88
196426,79144,1232,1,86.96,0.198,86.96
196427,62408,1913,5,350.43,0.231,1752.15
196428,113881,4339,2,305.53,0.108,611.06
196429,15482,5057,2,467.98,0.063,935.96
196430,60898,5720,5,371.95,0.125,1859.75
196431,51720,6532,1,325.75,0.084,325.75
196432,17669,5198,4,323.35,0.099,1293.4
196433,101966,1622,3,181.55,0.011,544.65
196434,52986,2875,3,294.0,0.182,882.0
196435,5783,4796,2,141.53,0.148,283.06
196436,109325,5055,2,48.69,0.223,97.38
196437,103270,2026,2,381.33,0.193,762.66
196438,17046,3357,3,87.23,0.24,261.69
196439,68486,3090,4,107.61,0.143,430.44
196440,75476,2961,1,196.49,0.197,196.49
196441,26541,7361,2,36.89,0.077,73.78
196442,25421,6808,2,69.93,0.03,139.86
196443,107629,6984,3,20.76,0.194,62.28
196444,10577,2664,1,372.71,0.222,372.71
196445,61541,2359,2,271.39,0.157,542.78
196446,76313,1410,4,271.12,0.091,1084.48
196447,16843,5622,2,211.09,0.129,422.18
196448,3924,1741,2,346.61,0.073,693.22
196449,56491,4013,3,159.59,0.157,478.77
196450,9200,3240,5,297.3,0.205,1486.5
196451,21577,1494,3,274.7,0.109,824.1
196452,63889,1003,2,462.7,0.006,925.4
196453,119038,6619,4,206.73,0.143,826.92
196454,99502,6546,2,131.44,0.131,262.88
196455,47852,4718,2,310.41,0.132,620.82
196456,94078,4702,3,79.99,0.136,239.97
196457,25381,1728,3,341.27,0.092,1023.81
196458,102241,641,4,399.94,0.12,1599.76
196459,115873,4805,1,55.61,0.213,55.61
196460,65469,7311,5,298.86,0.085,1494.3
196461,54808,2181,1,366.62,0.134,366.62
196462,39142,2188,3,181.18,0.168,543.54
196463,48333,1180,1,138.43,0.194,138.43
196464,97575,1699,2,237.56,0.171,475.12
196465,89538,841,5,342.05,0.193,1710.25
196466,65767,7919,2,235.02,0.183,470.04
196467,80091,864,1,266.56,0.133,266.56
196468,80875,4178,3,26.18,0.152,78.54
196469,115432,303,3,310.15,0.054,930.45
196470,78995,4580,2,353.3,0.191,706.6
196471,21813,1418,3,146.49,0.027,439.47
196472,13563,5094,2,323.79,0.04,647.58
196473,13756,3640,4,299.39,0.036,1197.56
196474,17933,3539,3,351.97,0.129,1055.91
196475,6142,1893,2,311.5,0.083,623.0
196476,75381,3143,4,296.54,0.056,1186.16
196477,52756,1553,2,425.04,0.019,850.08
196478,114171,847,4,133.6,0.117,534.4
196479,89393,3796,4,288.5,0.056,1154.0
196480,40193,7085,3,149.97,0.03,449.91
196481,98223,2631,1,87.04,0.135,87.04
196482,55851,3148,2,91.11,0.184,182.22
196483,72457,3421,2,374.45,0.247,748.9
196484,25172,5577,4,5.28,0.072,21.12
196485,8772,2405,1,187.42,0.057,187.42
196486,3371,5604,2,105.61,0.234,211.22
196487,29633,4980,2,117.61,0.246,235.22
196488,9971,6269,3,383.46,0.141,1150.38
196489,98605,7567,5,5.22,0.186,26.1
196490,95098,6226,4,175.3,0.123,701.2
196491,46255,3833,3,139.24,0.147,417.72
196492,71020,1181,2,357.15,0.163,714.3
196493,20784,6719,4,230.44,0.141,921.76
196494,112755,6844,2,309.4,0.078,618.8
196495,99349,3864,2,366.07,0.235,732.14
196496,101135,2819,5,4.4,0.171,22.0
196497,69536,1197,5,400.62,0.172,2003.1
196498,58715,1776,5,158.85,0.097,794.25
196499,42899,3886,1,369.97,0.154,369.97
196500,56351,2487,4,26.43,0.235,105.72
196501,54209,7747,2,415.8,0.005,831.6
196502,108033,7031,5,283.21,0.142,1416.05
196503,43308,4884,4,232.12,0.245,928.48
196504,63073,395,2,94.43,0.141,188.86
196505,113208,3239,5,335.08,0.029,1675.4
196506,117051,7965,5,188.56,0.201,942.8
196507,106167,623,2,413.0,0.074,826.0
196508,53992,3818,2,329.02,0.097,658.04
196509,59437,6694,1,279.62,0.023,279.62
196510,102441,6772,1,193.25,0.219,193.25
196511,23033,1486,3,288.65,0.101,865.95
196512,49843,3769,1,118.5,0.132,118.5
196513,36609,1872,4,193.09,0.065,772.36
196514,92011,4884,2,248.11,0.193,496.22
196515,92336,2386,4,98.09,0.023,392.36
196516,98160,5851,3,171.52,0.165,514.56
196517,3553,3717,5,41.93,0.232,209.65
196518,88223,298,3,280.47,0.237,841.41
196519,106356,3786,2,355.61,0.132,711.22
196520,4817,2040,2,211.93,0.126,423.86
196521,93028,2882,3,54.67,0.199,164.01
196522,88812,23,1,164.85,0.192,164.85
196523,104817,7791,1,335.36,0.224,335.36
196524,70639,7090,4,211.86,0.053,847.44
196525,28367,5896,3,367.21,0.206,1101.63
196526,35314,3344,5,29.84,0.028,149.2
196527,80589,4901,1,395.54,0.192,395.54
196528,62020,3710,5,262.38,0.055,1311.9
196529,23347,4052,4,315.67,0.057,1262.68
196530,41427,5503,5,223.6,0.225,1118.0
196531,113375,1918,5,331.8,0.061,1659.0
196532,6113,4188,3,68.47,0.046,205.41
196533,47362,6634,2,304.19,0.068,608.38
196534,13551,4561,5,295.41,0.153,1477.05
196535,45208,7518,1,143.69,0.221,143.69
196536,10560,1244,1,160.98,0.071,160.98
196537,41311,5734,5,127.46,0.1,637.3
196538,92241,2097,2,241.87,0.165,483.74
196539,83632,6342,1,16.75,0.206,16.75
196540,39776,7803,4,460.73,0.016,1842.92
196541,76094,2846,1,315.63,0.19,315.63
196542,30411,3119,3,189.01,0.006,567.03
196543,119457,3754,2,365.9,0.205,731.8
196544,59124,4621,5,11.98,0.154,59.9
196545,22645,4961,5,380.69,0.193,1903.45
196546,27162,2626,4,267.53,0.12,1070.12
196547,22979,5401,3,222.36,0.089,667.08
196548,99242,6694,5,238.98,0.165,1194.9
196549,87360,5519,2,368.72,0.177,737.44
196550,77537,5826,1,74.75,0.238,74.75
196551,99256,1778,5,451.71,0.079,2258.55
196552,55913,5905,1,396.48,0.002,396.48
196553,16439,6962,4,287.49,0.105,1149.96
196554,81368,1373,2,134.22,0.237,268.44
196555,108795,1693,3,198.85,0.134,596.55
196556,117918,6814,4,167.53,0.029,670.12
196557,101603,4497,3,329.7,0.105,989.1
196558,70437,6489,2,242.08,0.2,484.16
196559,48561,7919,5,246.52,0.143,1232.6
196560,97300,1365,3,62.22,0.031,186.66
196561,97120,3558,1,82.89,0.201,82.89
196562,36206,3006,4,388.38,0.133,1553.52
196563,71068,4707,3,253.93,0.019,761.79
196564,118165,4830,2,427.3,0.081,854.6
196565,16596,7270,3,169.88,0.046,509.64
196566,79981,7098,1,322.89,0.108,322.89
196567,99426,401,5,299.73,0.026,1498.65
196568,46932,2341,4,134.62,0.06,538.48
196569,117790,5607,5,293.11,0.236,1465.55
196570,104535,5737,2,178.39,0.072,356.78
196571,63261,6688,3,340.11,0.209,1020.33
196572,101335,139,4,170.06,0.123,680.24
196573,30222,1124,2,22.81,0.047,45.62
196574,61917,7277,3,347.54,0.027,1042.62
196575,5169,565,1,205.96,0.168,205.96
196576,116250,2581,5,357.48,0.095,1787.4
196577,59302,6591,3,215.11,0.063,645.33
196578,56239,7552,1,487.36,0.008,487.36
196579,21500,4631,4,160.34,0.209,641.36
196580,53156,6317,3,79.17,0.098,237.51
196581,80420,7791,2,377.28,0.127,754.56
196582,73807,5565,4,42.38,0.051,169.52
196583,87600,7602,2,348.58,0.181,697.16
196584,101747,3727,5,59.41,0.198,297.05
196585,64656,7646,1,72.49,0.248,72.49
196586,70588,6738,4,199.92,0.096,799.68
196587,1434,308,1,302.68,0.031,302.68
196588,76772,683,3,225.55,0.126,676.65
196589,99403,6377,1,271.5,0.162,271.5
196590,34977,7318,5,282.42,0.239,1412.1
196591,66150,2154,1,16.44,0.149,16.44
196592,71738,1265,1,43.87,0.121,43.87
196593,64154,2633,4,292.64,0.117,1170.56
196594,68771,3454,4,374.18,0.226,1496.72
196595,14638,7326,4,392.55,0.132,1570.2
196596,99523,2384,5,363.08,0.103,1815.4
196597,109335,4818,5,80.95,0.069,404.75
196598,61834,962,2,249.83,0.104,499.66
196599,27601,3834,2,88.76,0.134,177.52
196600,46987,4324,4,30.76,0.038,123.04
196601,79594,6434,1,406.33,0.014,406.33
196602,99226,3314,1,334.79,0.077,334.79
196603,110894,5961,5,71.96,0.144,359.8
196604,2989,5956,3,152.45,0.002,457.35
196605,32929,2343,2,53.89,0.21,107.78
196606,63069,147,4,257.31,0.151,1029.24
196607,46108,2475,5,283.2,0.035,1416.0
196608,21478,5428,3,239.97,0.219,719.91
196609,26834,1833,4,41.57,0.083,166.28
196610,70442,7696,3,132.67,0.107,398.01
196611,66049,3138,4,261.83,0.052,1047.32
196612,82892,5567,4,391.92,0.182,1567.68
196613,34021,5226,2,163.99,0.191,327.98
196614,84161,6675,5,207.43,0.127,1037.15
196615,69838,4579,3,343.42,0.04,1030.26
196616,50551,3273,4,212.34,0.128,849.36
196617,73239,6373,5,149.73,0.192,748.65
196618,90028,3666,2,315.62,0.022,631.24
196619,71720,2303,2,35.72,0.231,71.44
196620,15397,4094,1,121.2,0.228,121.2
196621,82569,5284,5,357.48,0.17,1787.4
196622,40309,4954,2,152.79,0.009,305.58
196623,117112,7762,3,306.02,0.223,918.06
196624,80268,2189,4,253.23,0.079,1012.92
196625,21948,4262,4,212.83,0.082,851.32
196626,38740,7514,2,178.69,0.137,357.38
196627,58192,2076,2,100.27,0.123,200.54
196628,32471,6945,4,386.87,0.212,1547.48
196629,26478,7669,1,290.83,0.071,290.83
196630,70420,2467,2,424.48,0.059,848.96
196631,79020,2243,1,86.59,0.21,86.59
196632,45688,1037,3,131.41,0.214,394.23
196633,44535,1956,1,44.01,0.066,44.01
196634,40774,5587,1,84.52,0.174,84.52
196635,100622,4257,2,60.87,0.248,121.74
196636,70198,3296,4,197.66,0.104,790.64
196637,35453,457,4,64.57,0.226,258.28
196638,11572,5738,1,379.9,0.129,379.9
196639,119256,7026,4,465.19,0.056,1860.76
196640,112652,7565,4,386.08,0.186,1544.32
196641,13673,2938,5,165.88,0.154,829.4
196642,18776,150,4,246.45,0.248,985.8
196643,96772,2563,1,96.78,0.167,96.78
196644,40787,321,2,418.4,0.087,836.8
196645,6367,5352,5,340.23,0.184,1701.15
196646,55587,3828,3,9.08,0.022,27.24
196647,90802,2730,3,332.59,0.145,997.77
196648,82274,2741,2,172.88,0.189,345.76
196649,18884,5402,1,312.48,0.034,312.48
196650,59487,7619,2,96.66,0.146,193.32
196651,64548,7826,1,39.25,0.135,39.25
196652,118204,2990,1,168.14,0.13,168.14
196653,80031,7064,1,11.39,0.073,11.39
196654,18983,3382,2,164.27,0.157,328.54
196655,43851,6768,4,50.71,0.053,202.84
196656,88423,3832,1,51.21,0.096,51.21
196657,80717,3766,5,233.13,0.101,1165.65
196658,70044,2312,4,24.38,0.218,97.52
196659,76278,6972,3,160.38,0.241,481.14
196660,72481,6431,3,270.6,0.17,811.8
196661,75035,3290,2,106.64,0.082,213.28
196662,19569,690,1,67.75,0.144,67.75
196663,76134,395,5,100.7,0.084,503.5
196664,99848,5643,3,205.06,0.193,615.18
196665,36017,7725,1,86.18,0.183,86.18
196666,16528,2714,4,88.41,0.02,353.64
196667,109841,7183,3,46.75,0.228,140.25
196668,113512,1977,5,268.67,0.241,1343.35
196669,11591,6048,2,353.44,0.202,706.88
196670,36224,2227,2,170.71,0.038,341.42
196671,97482,6129,5,142.63,0.024,713.15
196672,102562,6051,2,299.88,0.198,599.76
196673,119751,4950,1,267.82,0.13,267.82
196674,100359,5897,2,214.16,0.143,428.32
196675,93170,2889,2,210.88,0.05,421.76
196676,82834,7114,4,292.55,0.124,1170.2
196677,57753,1972,1,268.94,0.035,268.94
196678,116227,6436,1,236.49,0.169,236.49
196679,85773,3924,1,297.94,0.022,297.94
196680,39669,3344,1,28.64,0.067,28.64
196681,87105,4675,1,236.7,0.212,236.7
196682,47568,1232,1,82.52,0.239,82.52
196683,31840,2920,2,127.23,0.065,254.46
196684,22536,6436,2,228.53,0.197,457.06
196685,100487,5171,1,211.64,0.014,211.64
196686,54198,4743,4,335.09,0.078,1340.36
196687,94533,4903,2,286.84,0.229,573.68
196688,33626,80,3,67.72,0.242,203.16
196689,112892,4341,2,136.06,0.032,272.12
196690,71484,2209,2,183.13,0.211,366.26
196691,70264,457,4,70.82,0.151,283.28
196692,61719,6477,4,237.68,0.203,950.72
196693,112861,1058,2,293.24,0.055,586.48
196694,91183,38,4,293.39,0.04,1173.56
196695,12069,7302,1,31.02,0.207,31.02
196696,27642,5274,4,326.51,0.136,1306.04
196697,13241,2013,3,339.97,0.098,1019.91
196698,9804,4549,5,23.16,0.043,115.8
196699,79049,7994,1,366.95,0.208,366.95
196700,117748,449,3,344.2,0.135,1032.6
196701,13629,3315,2,425.93,0.06,851.86
196702,117241,7422,4,32.51,0.018,130.04
196703,110672,779,3,246.93,0.069,740.79
196704,61071,2087,2,197.22,0.098,394.44
196705,105909,7496,4,185.29,0.074,741.16
196706,41053,4018,1,225.93,0.168,225.93
196707,110828,2191,5,124.13,0.176,620.65
196708,57250,6458,1,175.61,0.216,175.61
196709,76476,7795,1,445.66,0.055,445.66
196710,119425,741,4,439.6,0.018,1758.4
196711,62263,4342,1,156.58,0.226,156.58
196712,68545,1066,4,424.36,0.05,1697.44
196713,26531,3560,2,329.34,0.145,658.68
196714,15003,4063,1,267.22,0.136,267.22
196715,1143,3276,2,408.94,0.172,817.88
196716,1717,6983,1,46.75,0.059,46.75
196717,74088,2755,3,55.34,0.126,166.02
196718,45788,5064,2,106.42,0.194,212.84
196719,72950,6947,3,173.76,0.158,521.28
196720,47593,1855,5,478.43,0.026,2392.15
196721,92235,1643,1,143.14,0.105,143.14
196722,42760,7493,4,55.8,0.169,223.2
196723,75713,7610,2,47.98,0.109,95.96
196724,46576,4610,1,432.64,0.09,432.64
196725,38271,1945,2,351.35,0.15,702.7
196726,48115,7883,3,349.61,0.038,1048.83
196727,107643,5510,1,318.87,0.247,318.87
196728,118078,1505,3,218.27,0.178,654.81
196729,114581,7828,5,126.51,0.159,632.55
196730,75816,2101,1,59.49,0.247,59.49
196731,1059,3719,3,9.41,0.189,28.23
196732,71296,92,5,76.48,0.043,382.4
196733,84018,4307,2,12.3,0.237,24.6
196734,91608,6847,2,395.93,0.116,791.86
196735,31246,5704,4,226.8,0.246,907.2
196736,89571,3470,2,337.35,0.076,674.7
196737,18828,2604,1,256.93,0.219,256.93
196738,104643,6731,5,159.32,0.139,796.6
196739,8940,4549,1,20.18,0.166,20.18
196740,47059,3061,2,312.79,0.149,625.58
196741,38832,1217,1,150.83,0.006,150.83
196742,54053,3172,2,32.22,0.134,64.44
196743,33458,7219,5,335.42,0.072,1677.1
196744,36684,718,2,454.72,0.076,909.44
196745,30670,1935,1,166.68,0.097,166.68
196746,85181,7435,2,24.1,0.161,48.2
196747,90838,7106,1,376.66,0.096,376.66
196748,38987,4184,2,346.37,0.0,692.74
196749,51798,7112,4,31.26,0.096,125.04
196750,117530,7770,5,295.66,0.041,1478.3
196751,46608,6412,1,271.59,0.141,271.59
196752,9274,3385,1,378.18,0.199,378.18
196753,113981,4636,1,84.59,0.192,84.59
196754,65952,4142,3,143.23,0.215,429.69
196755,42929,1709,2,51.21,0.229,102.42
196756,43101,1990,1,327.22,0.169,327.22
196757,42285,966,4,138.1,0.061,552.4
196758,83372,245,2,181.78,0.189,363.56
196759,102925,7828,1,148.47,0.013,148.47
196760,36502,2645,5,352.39,0.198,1761.95
196761,117018,2323,4,136.35,0.137,545.4
196762,17107,1920,1,243.19,0.235,243.19
196763,29327,1644,2,165.74,0.186,331.48
196764,89645,1120,2,154.33,0.002,308.66
196765,53613,59,4,461.44,0.001,1845.76
196766,115568,2537,2,75.3,0.209,150.6
196767,115154,3340,3,424.03,0.005,1272.09
196768,1319,4354,4,56.46,0.001,225.84
196769,31669,482,4,306.38,0.191,1225.52
196770,30393,3674,1,383.52,0.192,383.52
196771,45988,878,2,189.38,0.045,378.76
196772,21324,2441,5,196.47,0.172,982.35
196773,95906,642,3,15.98,0.229,47.94
196774,54471,7535,1,394.06,0.157,394.06
196775,55386,3107,1,341.52,0.018,341.52
196776,35150,5666,1,289.72,0.198,289.72
196777,41860,3514,4,105.66,0.242,422.64
196778,9560,2636,1,219.3,0.03,219.3
196779,67539,3229,4,379.24,0.115,1516.96
196780,60709,6257,5,104.98,0.052,524.9
196781,5143,5922,4,367.17,0.209,1468.68
196782,119850,335,3,330.87,0.011,992.61
196783,90793,7491,3,267.01,0.236,801.03
196784,107798,5993,3,414.01,0.062,1242.03
196785,50127,4585,4,258.74,0.243,1034.96
196786,69218,1950,5,434.91,0.051,2174.55
196787,53825,5983,1,107.87,0.023,107.87
196788,22319,1023,4,194.65,0.032,778.6
196789,99212,1972,3,252.49,0.094,757.47
196790,90866,4987,1,211.06,0.102,211.06
196791,83424,3684,1,436.33,0.098,436.33
196792,96393,3357,3,98.7,0.14,296.1
196793,48851,1111,4,83.58,0.013,334.32
196794,33542,7561,3,320.1,0.145,960.3
196795,97733,5580,4,247.94,0.062,991.76
196796,46338,472,4,169.11,0.164,676.44
196797,43353,5371,4,215.54,0.078,862.16
196798,31660,1707,3,25.64,0.047,76.92
196799,74522,2967,3,290.29,0.132,870.87
196800,48958,1859,1,255.94,0.114,255.94
196801,34554,1090,3,477.7,0.021,1433.1
196802,730,2704,5,367.76,0.084,1838.8
196803,37071,6134,1,119.27,0.063,119.27
196804,18145,5851,1,201.3,0.02,201.3
196805,74104,1573,2,312.26,0.02,624.52
196806,28082,6554,4,335.66,0.095,1342.64
196807,28516,125,1,404.73,0.045,404.73
196808,62974,4359,4,254.49,0.183,1017.96
196809,37335,1501,2,142.85,0.168,285.7
196810,41517,1729,3,269.42,0.192,808.26
196811,119091,4582,5,248.92,0.242,1244.6
196812,78954,2224,3,305.62,0.231,916.86
196813,6468,4475,4,467.55,0.043,1870.2
196814,39749,7741,4,180.76,0.22,723.04
196815,36261,3285,1,167.32,0.117,167.32
196816,3987,3260,5,99.46,0.049,497.3
196817,13113,4773,5,133.32,0.193,666.6
196818,110178,3210,3,236.05,0.238,708.15
196819,35213,5987,4,55.39,0.084,221.56
196820,78013,4903,4,280.14,0.247,1120.56
196821,63436,4383,2,289.58,0.171,579.16
196822,30723,2408,4,352.11,0.093,1408.44
196823,53693,4211,2,58.9,0.174,117.8
196824,9177,6652,2,267.27,0.065,534.54
196825,72318,5617,4,26.06,0.207,104.24
196826,32515,455,2,23.39,0.195,46.78
196827,48649,6543,4,420.07,0.014,1680.28
196828,8677,2911,5,259.28,0.039,1296.4
196829,52034,1832,1,243.27,0.141,243.27
196830,107244,7717,5,322.62,0.156,1613.1
196831,2794,3467,3,369.96,0.216,1109.88
196832,42519,2374,4,247.49,0.229,989.96
196833,73094,477,2,143.99,0.051,287.98
196834,13587,2940,3,330.41,0.129,991.23
196835,91923,5369,2,153.14,0.111,306.28
196836,29455,4127,4,138.14,0.132,552.56
196837,86518,6240,3,416.31,0.099,1248.93
196838,63680,1511,3,68.55,0.187,205.65
196839,77955,3789,3,86.23,0.236,258.69
196840,64289,1467,4,74.16,0.199,296.64
196841,21349,7977,2,68.0,0.032,136.0
196842,100293,5860,2,420.53,0.157,841.06
196843,108939,7356,2,328.85,0.191,657.7
196844,119702,329,5,372.9,0.246,1864.5
196845,4024,6854,4,160.48,0.182,641.92
196846,30160,4116,3,390.72,0.202,1172.16
196847,103856,5714,5,11.14,0.077,55.7
196848,48827,1994,4,367.26,0.099,1469.04
196849,15803,3406,3,330.96,0.208,992.88
196850,57531,6624,5,327.73,0.079,1638.65
196851,81523,4399,2,455.02,0.023,910.04
196852,34051,1392,4,107.74,0.032,430.96
196853,97890,2168,4,258.85,0.15,1035.4
196854,99725,6586,1,52.04,0.089,52.04
196855,115799,1902,1,205.77,0.017,205.77
196856,45123,2772,5,166.92,0.065,834.6
196857,68848,768,5,128.64,0.11,643.2
196858,118070,6897,1,373.52,0.191,373.52
196859,20376,2532,3,225.14,0.063,675.42
196860,81390,3780,5,394.36,0.11,1971.8
196861,36718,360,4,215.22,0.184,860.88
196862,26221,1473,1,327.22,0.012,327.22
196863,53953,1891,5,359.29,0.144,1796.45
196864,98888,1813,1,306.17,0.06,306.17
196865,77008,6180,2,263.24,0.215,526.48
196866,94226,4940,5,95.37,0.165,476.85
196867,48699,77,4,65.85,0.183,263.4
196868,90244,4289,5,416.98,0.046,2084.9
196869,86142,4669,3,184.98,0.059,554.94
196870,53384,1489,5,407.43,0.085,2037.15
196871,67131,4420,2,380.85,0.223,761.7
196872,65924,3242,3,118.03,0.146,354.09
196873,13701,2643,4,459.5,0.029,1838.0
196874,50791,3580,1,67.85,0.02,67.85
196875,96698,7339,3,421.65,0.018,1264.95
196876,76043,1636,1,457.62,0.019,457.62
196877,55837,2306,3,209.35,0.157,628.05
196878,101375,1888,3,42.87,0.087,128.61
196879,67421,4118,5,321.31,0.192,1606.55
196880,23605,6707,1,203.5,0.044,203.5
196881,40825,4841,5,57.49,0.201,287.45
196882,25587,1572,1,54.55,0.02,54.55
196883,79744,267,2,242.94,0.198,485.88
196884,100140,7746,1,175.49,0.247,175.49
196885,66412,1483,2,138.43,0.249,276.86
196886,5515,616,1,18.73,0.111,18.73
196887,83355,6353,3,54.27,0.034,162.81
196888,105779,6659,3,345.75,0.171,1037.25
196889,108998,7443,5,324.29,0.23,1621.45
196890,103870,5526,4,207.52,0.198,830.08
196891,5434,1125,4,303.14,0.056,1212.56
196892,93603,4061,2,78.23,0.036,156.46
196893,39650,6215,5,207.72,0.183,1038.6
196894,6793,5878,4,392.12,0.111,1568.48
196895,77922,6182,2,188.28,0.216,376.56
196896,98216,4099,5,41.84,0.135,209.2
196897,66321,4073,5,37.06,0.034,185.3
196898,27576,220,4,134.15,0.017,536.6
196899,105531,4044,3,333.53,0.176,1000.59
196900,55810,972,4,76.9,0.242,307.6
196901,3063,6248,4,189.76,0.213,759.04
196902,101761,5225,4,10.78,0.005,43.12
196903,64310,2738,3,4.69,0.102,14.07
196904,34862,851,5,40.84,0.236,204.2
196905,117864,658,3,304.35,0.168,913.05
196906,62860,6196,5,297.65,0.225,1488.25
196907,17447,1421,3,133.63,0.25,400.89
196908,9553,7869,5,96.09,0.102,480.45
196909,78260,406,1,39.61,0.123,39.61
196910,113098,3424,2,61.31,0.046,122.62
196911,43423,17,2,215.15,0.182,430.3
196912,103463,3132,5,143.77,0.235,718.85
196913,28721,5889,3,100.26,0.248,300.78
196914,72661,1686,5,320.76,0.22,1603.8
196915,1881,6215,1,221.45,0.129,221.45
196916,108438,5555,4,367.71,0.119,1470.84
196917,30724,3031,3,425.56,0.12,1276.68
196918,64578,5714,1,11.49,0.048,11.49
196919,69008,5076,1,16.24,0.094,16.24
196920,90075,4891,1,197.91,0.192,197.91
196921,71916,308,3,267.69,0.143,803.07
196922,114838,501,2,215.3,0.189,430.6
196923,40424,1083,4,67.96,0.117,271.84
196924,83785,1878,2,72.96,0.131,145.92
196925,67594,6233,5,152.59,0.128,762.95
196926,94483,6450,5,323.43,0.234,1617.15
196927,84410,2633,1,302.58,0.087,302.58
196928,45743,1855,5,392.47,0.201,1962.35
196929,32004,7175,2,249.69,0.087,499.38
196930,21081,3477,2,383.24,0.17,766.48
196931,57470,6801,2,267.39,0.196,534.78
196932,12777,5530,4,426.65,0.112,1706.6
196933,17314,1839,4,163.06,0.086,652.24
196934,60414,5204,3,272.81,0.015,818.43
196935,21303,2637,4,472.14,0.031,1888.56
196936,41480,5490,1,213.05,0.217,213.05
196937,64638,6599,3,363.63,0.073,1090.89
196938,6109,927,1,14.18,0.072,14.18
196939,15940,4814,4,296.62,0.073,1186.48
196940,106856,5000,2,355.73,0.21,711.46
196941,110528,7295,3,47.35,0.21,142.05
196942,40322,5673,5,304.87,0.096,1524.35
196943,61790,843,1,348.75,0.127,348.75
196944,106186,6533,4,13.94,0.248,55.76
196945,36413,2441,2,202.64,0.146,405.28
196946,97818,4927,2,224.07,0.114,448.14
196947,74285,4498,3,469.22,0.013,1407.66
196948,50062,6816,3,60.92,0.066,182.76
196949,2768,5405,1,373.39,0.212,373.39
196950,40191,2948,4,10.44,0.013,41.76
196951,16715,329,1,494.07,0.001,494.07
196952,4753,5241,2,393.52,0.038,787.04
196953,21991,2490,4,289.06,0.194,1156.24
